index,Age_Group,Gender,Income_Bracket,Urban_Rural,Sales_USD,Profit_Margin,Profit_USD
50,25-34,Other,Middle,Urban,122299.7878212529,0.1704165152430942,20841.90365546773
51,25-34,Other,Middle,Rural,13369.7902547564,0.17628682046672364,2356.917814317993
52,25-34,Other,High,Urban,5762578.736235623,0.15787330051987944,909757.3245951937
53,25-34,Other,High,Rural,629964.0449302639,0.1560758675183866,98322.18481788282
54,35-44,Male,Low,Urban,302230.50014267757,0.19625051644788397,59312.891739302744
55,35-44,Male,Low,Rural,33039.782549774245,0.20712480057141647,6843.358371544957
56,35-44,Male,Middle,Urban,8786.192547618262,0.17855979756839332,1568.8607626996431
57,35-44,Male,Middle,Rural,960.5049492910605,0.2000706579578405,192.1688571764247
58,35-44,Male,High,Urban,413991.9393922152,0.1872327205009527,77512.83707786998
59,35-44,Male,High,Rural,45257.52248175108,0.16709760490789752,7562.423610765933
60,35-44,Female,Low,Urban,4507034.600243778,0.18722791211016826,843842.6780119295
61,35-44,Female,Low,Rural,492708.1914832046,0.21076073132931938,103843.53876894654
62,35-44,Female,Middle,Urban,131024.74369008171,0.17928347921780097,23490.571912378462
63,35-44,Female,Middle,Rural,14323.600821613132,0.21129287311628012,3026.474770969349
64,35-44,Female,High,Urban,6173685.297089116,0.1276050979182051,787793.7168512398
65,35-44,Female,High,Rural,674906.1383621732,0.19643805008750448,132577.24581195283
66,35-44,Other,Low,Urban,3127823.5609094566,0.18174094136476343,568453.5983825711
67,35-44,Other,Low,Rural,341933.09496468026,0.17401985299068262,59503.14691840278
68,35-44,Other,Middle,Urban,90929.47286310908,0.18183521553071003,16534.18029615729
69,35-44,Other,Middle,Rural,9940.393207649295,0.14024862170798214,1394.126446608201
70,35-44,Other,High,Urban,4284457.529753862,0.17560656224324975,752378.8578772816
71,35-44,Other,High,Rural,468376.10717642243,0.1871422514302349,87652.95921312469
72,45-54,Male,Low,Urban,78765.42799814143,0.20955788089483032,16505.916179064854
73,45-54,Male,Low,Rural,8610.62206584031,0.16963459563452704,1460.6593923005569
74,45-54,Male,Middle,Urban,2289.8027040968054,0.16383012794213625,375.13866997442915
75,45-54,Male,Middle,Rural,250.32080941376975,0.16996485912830928,42.545741108895726
76,45-54,Male,High,Urban,107891.99726240299,0.19830804235404148,21395.85076277474
77,45-54,Male,High,Rural,11794.733247398222,0.1865750221931937,2200.602617396123
78,45-54,Female,Low,Urban,1174595.2480740526,0.1694047959246592,198982.06829405937
79,45-54,Female,Low,Rural,128406.535945393,0.1902653486622671,24431.31433216413
80,45-54,Female,Middle,Urban,34146.85152631544,0.1819415509869608,6212.731128019302
81,45-54,Female,Middle,Rural,3732.9275127966357,0.19937289981065778,744.2445830092515
82,45-54,Female,High,Urban,1608947.3581306206,0.16595893812245294,267019.19505028374
83,45-54,Female,High,Rural,175889.82853012485,0.17344675706804463,30507.520359804596
84,45-54,Other,Low,Urban,815153.868856386,0.17215783693735684,140335.12683343326
85,45-54,Other,Low,Rural,89112.47064378952,0.1507297010373576,13431.896058838702
86,45-54,Other,Middle,Urban,23697.472109291004,0.18592240554129152,4405.891019807047
87,45-54,Other,Middle,Rural,2590.6032816035895,0.18522110544359777,479.83440358442886
88,45-54,Other,High,Urban,1116588.600130068,0.1801022691328492,201100.14057129686
89,45-54,Other,High,Rural,122065.2598875305,0.17530825733249705,21399.047991721327
90,55+,Male,Low,Urban,78753.25105258233,0.1516925851589917,11946.284241841298
91,55+,Male,Low,Rural,8609.290884396996,0.17158709354469281,1477.2432003344984
92,55+,Male,Middle,Urban,2289.4487061109185,0.1731457096694646,396.4082209714125
93,55+,Male,Middle,Rural,250.2821104192234,0.16395445461556762,41.03486691381704
94,55+,Male,High,Urban,107875.31741935106,0.1767742857666798,19069.582188659657
95,55+,Male,High,Rural,11792.909810031246,0.18808101713629077,2218.0224720672186
96,55+,Female,Low,Urban,1174413.658476265,0.2177237180242106,255697.70822186786
97,55+,Female,Low,Rural,128386.68460404465,0.18349155625663677,23557.87256062614
98,55+,Female,Middle,Urban,34141.57250527005,0.18515100781445526,6321.346557721046
99,55+,Female,Middle,Rural,3732.3504111893103,0.17851108168467666,666.2659091276514
100,55+,Female,High,Urban,1608698.6187422194,0.14162457569401915,227831.2592989215
101,55+,Female,High,Rural,175862.63638604787,0.17946972249101564,31562.018548742406
102,55+,Other,Low,Urban,815027.8480305539,0.18120460419882053,147686.79861339295
103,55+,Other,Low,Rural,89098.6940703455,0.22926484224970572,20427.198040692554
104,55+,Other,Middle,Urban,23693.808537149052,0.17615278070437754,4173.730259295926
105,55+,Other,Middle,Rural,2590.202780572528,0.18603094684667223,481.8578757947906
106,55+,Other,High,Urban,1116415.9782204148,0.17930576460589512,200179.82059304984
107,55+,Other,High,Rural,122046.3888921956,0.15662643924760936,19115.69131521358
108,<18,Male,Low,Urban,2247394.666078089,0.18199302730175282,409010.15882136335
109,<18,Male,Low,Rural,560037.5252670356,0.169930486917676,95167.44936079763
110,<18,Male,Middle,Urban,378735.22891832027,0.14898673137867735,56426.52381449566
111,<18,Male,Middle,Rural,94378.59025669254,0.18137125949612054,17117.563784324615
112,<18,Male,High,Urban,3503813.1306835506,0.1587539257254779,556244.0895044905
113,<18,Male,High,Rural,873129.6128465488,0.18947184861270364,165433.4818245298
114,<18,Female,Low,Urban,3863800.768946182,0.16161151531532392,624434.6971459062
115,<18,Female,Low,Rural,962836.4138380946,0.2109986881003508,203157.2201750844
116,<18,Female,Middle,Urban,651135.0635513023,0.16433493415327524,107004.23779359196
117,<18,Female,Middle,Rural,162259.02602244346,0.1735587696758865,28161.47692526294
118,<18,Female,High,Urban,6023880.038927008,0.19627034434739338,1182309.0095475933
119,<18,Female,High,Rural,1501115.4562333361,0.1553827136713209,233247.39312349874
120,<18,Other,Low,Urban,3871279.474507273,0.18454919869208258,714441.5249334237
121,<18,Other,Low,Rural,964700.0632530607,0.20614285508564856,198866.0253402917
122,<18,Other,Middle,Urban,652395.3892544131,0.14785033530877545,96456.87705516405
123,<18,Other,Middle,Rural,162573.0917708651,0.18369267717064608,29863.48646329935
124,<18,Other,High,Urban,6035539.756350472,0.18519765588496848,1117767.8148766411
125,<18,Other,High,Rural,1504020.9891998908,0.1956364574355462,294241.3382357725
126,18-24,Male,Low,Urban,597906.219330455,0.15526098578243835,92831.50901869724
127,18-24,Male,Low,Rural,148994.71128493038,0.15359086773831446,22884.22699467209
128,18-24,Male,Middle,Urban,100760.29469491453,0.19043883131233794,19188.672764386283
129,18-24,Male,Middle,Rural,25108.872481481823,0.1859396934646637,4668.73605245006
130,18-24,Male,High,Urban,932169.0105562506,0.18500985700691752,172460.45534929167
131,18-24,Male,High,Rural,232291.03178106612,0.1869289641899395,43421.921961447006
132,18-24,Female,Low,Urban,1027941.61829983,0.16639950556843017,171048.97703830365
133,18-24,Female,Low,Rural,256157.00202592966,0.18464507394322005,47298.128580151344
134,18-24,Female,Middle,Urban,173230.67906041173,0.1858614494659736,32196.90510214301
135,18-24,Female,Middle,Rural,43168.06578998535,0.16571297163947263,7153.508461986731
136,18-24,Female,High,Urban,1602618.086684511,0.21731549022289512,348273.7351479227
137,18-24,Female,High,Rural,399362.9960781438,0.18947665841823574,75669.96599278167
138,18-24,Other,Low,Urban,1029931.2842161068,0.156173930055947,160848.41634359793
139,18-24,Other,Low,Rural,256652.81506343427,0.19313107217267658,49567.63334933674
140,18-24,Other,Middle,Urban,173565.98134961183,0.16050636659545356,27858.445031000454
141,18-24,Other,Middle,Rural,43251.62114725941,0.19574169207484904,8466.14550834488
142,18-24,Other,High,Urban,1605720.0863770216,0.20317191158014808,326237.2194118599
143,18-24,Other,High,Rural,400135.9961467986,0.16358635363296578,65456.788566949224
144,25-34,Male,Low,Urban,1404833.0737703405,0.19926752258488642,279937.6062555267
145,25-34,Male,Low,Rural,350076.13478970825,0.18825561853872996,65903.79929048433
146,25-34,Male,Middle,Urban,236745.14486364377,0.19644120319988978,46506.50110874638
147,25-34,Male,Middle,Rural,58995.49689676714,0.21793585965307893,12857.234331857497
148,25-34,Male,High,Urban,2190212.802669356,0.1750922376799426,383489.26061463606
149,25-34,Male,High,Rural,545788.1414107194,0.1649252767128502,90014.2602487551
150,25-34,Female,Low,Urban,2415238.9398285896,0.16220971140748952,391775.2114097265
151,25-34,Female,Low,Rural,601863.3305518324,0.16368379430069122,98515.27359517508
152,25-34,Female,Middle,Urban,407020.66556236916,0.1784579658117179,72636.08001959193
153,25-34,Female,Middle,Rural,101427.15461360388,0.18682303949633286,18948.929312377975
154,25-34,Female,High,Urban,3765491.6774709425,0.18553381598660038,698626.039986969
155,25-34,Female,High,Rural,938338.366774059,0.19654366498072046,184424.46159779702
156,25-34,Other,Low,Urban,2419913.8343096487,0.18026003783755815,436213.75933628774
157,25-34,Other,Low,Rural,603028.2867455863,0.20907068154314634,126075.53489969563
158,25-34,Other,Middle,Urban,407808.4876828794,0.17470686333524088,71246.94172456407
159,25-34,Other,Middle,Rural,101623.47524984136,0.23440338333179236,23820.886424497476
160,25-34,Other,High,Urban,3772780.09766457,0.19251334695530012,726310.5239277503
161,25-34,Other,High,Rural,940154.5981952487,0.16285684887167434,153110.61531429333
162,35-44,Male,Low,Urban,1447149.1507053564,0.15858215003877774,229492.02374564664
163,35-44,Male,Low,Rural,360621.0521392951,0.1896494483048637,68391.58358533679
164,35-44,Male,Middle,Urban,243876.3307326912,0.17553074429348298,42807.7938490729
165,35-44,Male,Middle,Rural,60772.54644956775,0.19428000988184183,11806.890924766712
166,35-44,Male,High,Urban,2256185.91733491,0.18946475249147088,427467.706402601
167,35-44,Male,High,Rural,562228.2533452787,0.17854342174686255,100382.15615502799
168,35-44,Female,Low,Urban,2487990.2429566802,0.1630641256386319,405701.9535651785
169,35-44,Female,Low,Rural,619992.5271628171,0.1497030555062827,92814.77570733569
170,35-44,Female,Middle,Urban,419280.8537083199,0.17106970095865956,71726.25026157376
171,35-44,Female,Middle,Rural,104482.32135053868,0.19712797588646944,20596.38852375134
172,35-44,Female,High,Urban,3878915.0004956336,0.18428187488260409,714813.7288015924
173,35-44,Female,High,Rural,966602.7913956417,0.15508522442576023,149905.81083415938
174,35-44,Other,Low,Urban,2492805.9535946315,0.18346361851702364,457339.20050725085
175,35-44,Other,Low,Rural,621192.5739141903,0.18770634759457672,116601.78920230681
176,35-44,Other,Middle,Urban,420092.4064357506,0.16232285127597734,68190.59721203776
177,35-44,Other,Middle,Rural,104684.55551437034,0.18307450211891055,19165.0728803328
178,35-44,Other,High,Urban,3886422.960900413,0.18116417436892,704080.6069599367
179,35-44,Other,High,Rural,968473.7309454953,0.15714059404338754,152186.53739619098
180,45-54,Male,Low,Urban,451533.7617924676,0.18715574720696565,84507.1385774413
181,45-54,Male,Low,Rural,112519.55624245582,0.19121569052736467,21515.50464473383
182,45-54,Male,Middle,Urban,76093.3294085154,0.20166102486350554,15345.058793797543
183,45-54,Male,Middle,Rural,18962.00989283366,0.20107604104069804,3812.8058794255435
184,45-54,Male,High,Urban,703966.218036941,0.15244661264085818,107317.26535332747
185,45-54,Male,High,Rural,175424.23881827627,0.16124349920169753,28286.01811185313
186,45-54,Female,Low,Urban,776292.888094929,0.19030070534417318,147729.08415813028
187,45-54,Female,Low,Rural,193447.61936708173,0.19027571901824417,36808.38486743909
188,45-54,Female,Middle,Urban,130822.35582296306,0.19030095372612094,24895.61908180782
189,45-54,Female,Middle,Rural,32600.161204685388,0.2570546298130944,8380.022370317603
190,45-54,Female,High,Urban,1210283.7368168598,0.19141781021386334,231669.862638935
191,45-54,Female,High,Rural,301595.58490929654,0.202711312803612,61136.83695273674
192,45-54,Other,Low,Urban,777795.4671062207,0.19908003526986404,154843.54902424678
193,45-54,Other,Low,Rural,193822.0532142842,0.19302782502611596,37413.04937404939
194,45-54,Other,Middle,Urban,131075.57329935872,0.17369461510719308,22767.121254186786
195,45-54,Other,Middle,Rural,32663.261509663193,0.19517938440986535,6375.195274274512
196,45-54,Other,High,Urban,1212626.3409660638,0.16454349570924856,199529.77713167132
197,45-54,Other,High,Rural,302179.3480774676,0.1752636278651998,52961.04880999796
198,55+,Male,Low,Urban,1383679.7913464562,0.1702927290434179,235630.60779061512
199,55+,Male,Low,Rural,344804.8612929974,0.18163748278772646,62629.48705823123
200,55+,Male,Middle,Urban,233180.35342664868,0.22629317133347016,52767.12166957573
201,55+,Male,Middle,Rural,58107.17184883429,0.14265469614816503,8289.260944124664
202,55+,Male,High,Urban,2157233.660272794,0.19372520380749025,417910.53049672523
203,55+,Male,High,Rural,537569.933201909,0.14774568257620696,79423.63671336202
204,55+,Female,Low,Urban,2378871.465023744,0.17056136268421132,405743.558725036
205,55+,Female,Low,Rural,592800.769846614,0.20177901193934733,119614.75361653423
206,55+,Female,Middle,Urban,400891.9494524254,0.18128560038190925,72675.93774475694
207,55+,Female,Middle,Rural,99899.91462541488,0.15844510444141388,15828.65240651219
208,55+,Female,High,Urban,3708792.7639804203,0.16569392581480064,614524.4330974411
209,55+,Female,High,Rural,924209.331195286,0.1935919549786935,178919.49123564622
210,55+,Other,Low,Urban,2383475.96725315,0.16539266736565725,394209.44782593846
211,55+,Other,Low,Rural,593948.1847055018,0.1843291717916395,109481.97697391287
212,55+,Other,Middle,Urban,401667.90893663664,0.18091143679807628,72666.31852140579
213,55+,Other,Middle,Rural,100093.27916249617,0.16696799304788365,16712.373939343535
214,55+,Other,High,Urban,3715971.4387433226,0.2228788817865065,828211.5590177075
215,55+,Other,High,Rural,925998.2147009714,0.1926783804463602,178419.83630480408
216,<18,Male,Low,Urban,7044163.873863789,0.17050109377678088,1201037.645236662
217,<18,Male,Low,Rural,1279274.2388951678,0.16693341534852577,213553.61786615624
218,<18,Male,Middle,Urban,6117270.723549259,0.21530908480562194,1317103.9609956157
219,<18,Male,Middle,Rural,1110943.3268609806,0.1880996342192191,208968.03342083283
220,<18,Male,High,Urban,5092779.757339044,0.15478232091329908,788272.2707412053
221,<18,Male,High,Rural,924887.9021829247,0.19835723894109553,183458.21060702697
222,<18,Female,Low,Urban,1258987.672219945,0.22244312394025267,280053.1508108714
223,<18,Female,Low,Rural,228641.8267657571,0.20064930521102292,45876.82368272823
224,<18,Female,Middle,Urban,1093326.1301821638,0.14961260068091972,163575.36572895932
225,<18,Female,Middle,Rural,198556.41891616117,0.17031531854267495,33817.1997363988
226,<18,Female,High,Urban,910221.1485469368,0.20533822298373244,186903.19316483996
227,<18,Female,High,Rural,165303.14851902667,0.16584661068762438,27414.96691787357
228,<18,Other,Low,Urban,406802.7723893765,0.18887638856292457,76835.43850629083
229,<18,Other,Low,Rural,73878.50656907175,0.19549268106858672,14442.707322531032
230,<18,Other,Middle,Urban,353274.38917618874,0.16146139056843833,57040.174128603096
231,<18,Other,Middle,Rural,64157.341229858954,0.178809492878764,11471.941649760896
232,<18,Other,High,Urban,294109.7001080472,0.11517465319861854,33873.98271229404
233,<18,Other,High,Rural,53412.57947638195,0.1595122471733142,8519.960579600925
234,18-24,Male,Low,Urban,10256148.38733406,0.17494863697213678,1794299.1809480726
235,18-24,Male,Low,Rural,1862595.2855645323,0.155044336360703,288784.84995892696
236,18-24,Male,Middle,Urban,8906612.252307286,0.2126482260786327,1893975.29582336
237,18-24,Male,Middle,Rural,1617509.1627950824,0.15139717244078735,244886.31364424067
238,18-24,Male,High,Urban,7414975.833977934,0.17119911026606033,1269437.265421361
239,18-24,Male,High,Rural,1346616.5376466664,0.18261481154572182,245912.12524669842
240,18-24,Female,Low,Urban,1833058.4886051922,0.2088254657813223,382789.2926873859
241,18-24,Female,Low,Rural,332897.49427343864,0.1512827569764112,50361.650724224855
242,18-24,Female,Middle,Urban,1591858.910111838,0.20326327504309918,323566.45547587064
243,18-24,Female,Middle,Rural,289093.79908346955,0.18020466122039172,52096.050124752626
244,18-24,Female,High,Urban,1325262.06544177,0.16036982697904098,212532.04813678315
245,18-24,Female,High,Rural,240677.76537610992,0.1892420694852654,45546.35839886419
246,18-24,Other,Low,Urban,592295.9307469691,0.1839811939114694,108971.31248773237
247,18-24,Other,Low,Rural,107565.48819348005,0.1679956624568241,18070.535446555372
248,18-24,Other,Middle,Urban,514359.77664846915,0.18139604169980036,93302.82749362571
249,18-24,Other,Middle,Rural,93411.68427834088,0.1722937280627648,16094.247328937307
250,18-24,Other,High,Urban,428217.2846169053,0.18227034690502494,78051.31301785113
251,18-24,Other,High,Rural,77767.54639292195,0.19324261349042093,15028.003909705796
252,25-34,Male,Low,Urban,4591473.209497659,0.21172033632290704,972108.2521324618
253,25-34,Male,Low,Rural,833846.7844680996,0.155243690023463,129449.45173502702
254,25-34,Male,Middle,Urban,3987312.7805322683,0.22266066749312532,887817.7252171844
255,25-34,Male,Middle,Rural,724126.6123121184,0.14095824400954995,102071.61571210036
256,25-34,Male,High,Urban,3319536.8870469253,0.17696429809928832,587439.5152309557
257,25-34,Male,High,Rural,602853.3834111517,0.1917663441296915,115606.98938297179
258,25-34,Female,Low,Urban,820623.749190971,0.18561983735470064,152324.04685423267
259,25-34,Female,Low,Rural,149031.572939508,0.16754600960358812,24969.645350960654
260,25-34,Female,Middle,Urban,712643.5054415694,0.1758375549928545,125309.49157838257
261,25-34,Female,Middle,Rural,129421.53168950778,0.17013998130682334,22019.776982353298
262,25-34,Female,High,Urban,593293.4118381161,0.16821270486111575,99799.48958156943
263,25-34,Female,High,Rural,107746.63841748663,0.1969920419404205,21225.230314076845
264,25-34,Other,Low,Urban,265159.08267061325,0.18714030971930093,49621.952855864285
265,25-34,Other,Low,Rural,48154.92509028318,0.1661418080947869,8000.546323168667
266,25-34,Other,Middle,Urban,230268.6198886527,0.197991997508665,45591.34401531785
267,25-34,Other,Middle,Rural,41818.5491882827,0.1861459904175322,7784.35525647717
268,25-34,Other,High,Urban,191704.3431811566,0.1962572423767792,37623.36574438551
269,25-34,Other,High,Rural,34814.98047282856,0.19259257683847225,6705.106801843146
270,35-44,Male,Low,Urban,2610964.367089915,0.16342009978155855,426684.05739592784
271,35-44,Male,Low,Rural,474171.1739393788,0.1687963791960606,80038.37728011259
272,35-44,Male,Middle,Urban,2267405.496100232,0.19494587210246522,442021.34184718254
273,35-44,Male,Middle,Rural,411778.2454000918,0.19220740530866928,79146.82811090813
274,35-44,Male,High,Urban,1887671.3707904562,0.17958196812071703,338991.7399316819
275,35-44,Male,High,Rural,342815.6129518878,0.18234654766617564,62511.24350784063
276,35-44,Female,Low,Urban,466651.8283267464,0.20555329791576848,95921.82229098576
277,35-44,Female,Low,Rural,84747.55460001677,0.1681685722232834,14251.875256499574
278,35-44,Female,Middle,Urban,405248.3188395994,0.19094194762340075,77378.903270342
279,35-44,Female,Middle,Rural,73596.2058705932,0.1759561469513221,12949.704815225852
280,35-44,Female,High,Urban,337379.2869648483,0.1756463759354556,59259.4490710637
281,35-44,Female,High,Rural,61270.668638521296,0.2019755370397438,12375.176203049527
282,35-44,Other,Low,Urban,150784.04792412266,0.1965083269797606,29630.320992805388
283,35-44,Other,Low,Rural,27383.540701170587,0.19627019272001275,5374.572810775064
284,35-44,Other,Middle,Urban,130943.41052553427,0.2061095761430866,26988.69084214805
285,35-44,Other,Middle,Rural,23780.328629195872,0.18042007683265518,4290.448718385309
286,35-44,Other,High,Urban,109013.64033378263,0.19363905942589926,21109.298778826942
287,35-44,Other,High,Rural,19797.71400330827,0.17379466486813086,3440.7370703600623
288,45-54,Male,Low,Urban,6428738.835405291,0.18648332704976883,1198852.6067604348
289,45-54,Male,Low,Rural,1167508.327174664,0.1773971389126463,207112.6368974752
290,45-54,Male,Middle,Urban,5582825.23964027,0.18193991929985437,1015738.773565341
291,45-54,Male,Middle,Rural,1013883.92394229,0.19190314050873827,194567.5091158482
292,45-54,Male,High,Urban,4647840.622738547,0.16363558633533054,760552.1254949899
293,45-54,Male,High,Rural,844083.5394561224,0.2218477455137092,187258.03025357277
294,45-54,Female,Low,Urban,1148994.1299814472,0.15987965237000595,183700.78207661124
295,45-54,Female,Low,Rural,208666.15505365716,0.15571622774424534,32492.70652285129
296,45-54,Female,Middle,Urban,997805.8828165999,0.20316221747000135,202716.45575763274
297,45-54,Female,Middle,Rural,181209.20866725562,0.1958332538792587,35486.78896619423
298,45-54,Female,High,Urban,830698.1710323638,0.19248239634104308,159894.77459643103
299,45-54,Female,High,Rural,150861.16528917995,0.1925669101852856,29050.86846668904
300,45-54,Other,Low,Urban,371261.77471729467,0.1797550645430617,66736.18427667893
301,45-54,Other,Low,Rural,67423.98853674372,0.16205491257028337,10926.388567461792
302,45-54,Other,Middle,Urban,322409.98731980415,0.18151609116387452,58522.6006504852
303,45-54,Other,Middle,Rural,58552.12890078751,0.16645676576975776,9746.39800575905
304,45-54,Other,High,Urban,268414.31925928633,0.199502394668355,53549.29945550399
305,45-54,Other,High,Rural,48746.10104586388,0.17705885236995722,8630.92870869063
306,55+,Male,Low,Urban,2189562.42327016,0.16349005606414976,357971.6833363941
307,55+,Male,Low,Rural,397641.3457579021,0.17357228316694012,69019.51626477372
308,55+,Male,Middle,Urban,1901452.9402064162,0.1882586290855125,357964.92379387683
309,55+,Male,Middle,Rural,345318.45176158636,0.1687255089439205,58264.03152120032
310,55+,Male,High,Urban,1583006.7821156594,0.16355559208867138,258909.6115293091
311,55+,Male,High,Rural,287486.1846798736,0.18487374422983824,53148.64737611899
312,55+,Female,Low,Urban,391335.6003373502,0.18489933142217446,72357.69086407132
313,55+,Female,Low,Rural,71069.54937996772,0.1698611364925774,12071.954427696666
314,55+,Female,Middle,Urban,339842.4360779623,0.17057923388763355,57970.06238868588
315,55+,Female,Middle,Rural,61717.99542753251,0.18464099874715273,11395.672316411807
316,55+,Female,High,Urban,282927.2656643929,0.1510383131700535,42732.85695576551
317,55+,Female,High,Rural,51381.763531713375,0.1518507245124689,7802.358019019029
318,55+,Other,Low,Urban,126447.94755709374,0.16563111557495128,20943.71461604437
319,55+,Other,Low,Rural,22963.918041592842,0.17573105696576305,4035.4735895242657
320,55+,Other,Middle,Urban,109809.53048436399,0.1862181513119601,20448.52776323259
321,55+,Other,Middle,Rural,19942.253764855675,0.20950712433899105,4178.04423911333
322,55+,Other,High,Urban,91419.16048619855,0.1971531924640404,18023.5793422365
323,55+,Other,High,Rural,16602.421386779664,0.17680122940073145,2935.3285122116417
324,<18,Male,Low,Urban,134291.92025847815,0.18448184963620834,24774.421840482246
325,<18,Male,Low,Rural,174970.114211403,0.1802518480156359,31538.68643411227
326,<18,Male,Middle,Urban,221492.8307536652,0.18195352197097664,40301.40064695083
327,<18,Male,Middle,Rural,288584.9410700425,0.16453980432289067,47483.70973419773
328,<18,Male,High,Urban,86295.48406531899,0.18049020348517886,15575.489478801434
329,<18,Male,High,Rural,112435.13886595075,0.18995996582490898,21358.1751364949
330,<18,Female,Low,Urban,741823.2140783129,0.20902287215590082,155058.01883857063
331,<18,Female,Low,Rural,966527.935873775,0.19918541652170413,192518.26948688083
332,<18,Female,Middle,Urban,1223517.567465974,0.22306364915023114,272922.2933983743
333,<18,Female,Middle,Rural,1594131.7102855574,0.16465304874223902,262478.6461951967
334,<18,Female,High,Urban,476692.8138830996,0.19744641273441355,94121.28607749146
335,<18,Female,High,Rural,621087.2249673961,0.18366684011476703,114073.12804541108
336,<18,Other,Low,Urban,852471.7004327549,0.22379605866435343,190779.80667974995
337,<18,Other,Low,Rural,1110692.8138313775,0.16383403429289697,181969.28455012414
338,<18,Other,Middle,Urban,1406014.3730376137,0.16320556315638446,229469.36755757456
339,<18,Other,Middle,Rural,1831908.3900189768,0.16801214709111956,307782.8618813243
340,<18,Other,High,Urban,547795.1160370416,0.13752208551380385,75333.92679169014
