Date,Region,Channel,SKU,IncomeTier,AgeGroup,Gender,UnitsSold,UnitPrice,Revenue,MarginPct,Profit,YearMonth
2024-11-01,International,Online,LowCal_Protein_Scoop,Lower-Middle,25-34,Other/Non-binary,110.22514376188845,6.5,716.4634344522749,0.36,257.92683640281894,2024-11
2022-12-01,South,Foodservice,NonDairy_Chocolate,Upper-Middle,35-44,Female,97.58136030867678,5.6000000000000005,546.45561772859,0.23,125.68479207757571,2022-12
2020-12-01,International,Club,Mint,Low,18-24,Other/Non-binary,218.51585404297745,4.95,1081.6534775127384,0.25,270.4133693781846,2020-12
2020-02-01,South,Foodservice,LowCal_Protein_Scoop,Upper-Middle,45-54,Male,194.2579360733541,5.2,1010.1412675814414,0.21000000000000002,212.12966619210272,2020-02
2022-09-01,West,Convenience,Strawberry,Low,18-24,Male,503.06813954062966,6.050000000000001,3043.5622442208096,0.23,700.0193161707863,2022-09
2021-12-01,West,Grocery,Strawberry,Upper-Middle,65+,Female,909.5781180197157,5.5,5002.679649108436,0.27999999999999997,1400.750301750362,2021-12
2020-11-01,Midwest,Club,CookieDough,High,65+,Other/Non-binary,526.3688280200055,5.8500000000000005,3079.2576439170325,0.30000000000000004,923.7772931751099,2020-11
2022-01-01,Northeast,Grocery,NonDairy_Chocolate,Low,25-34,Male,405.3649154489674,7.0,2837.5544081427715,0.32999999999999996,936.3929546871145,2022-01
2023-06-01,Northeast,Foodservice,LowCal_Protein_Scoop,Low,35-44,Female,154.6391250483379,5.2,804.1234502513571,0.21000000000000002,168.865924552785,2023-06
2022-09-01,International,Club,Chocolate,Upper-Middle,25-34,Other/Non-binary,460.1252824205186,5.4,2484.676525070801,0.28,695.7094270198243,2022-09
2024-07-01,West,Club,Mint,Lower-Middle,45-54,Other/Non-binary,620.6224304397574,4.95,3072.0810306767994,0.25,768.0202576691999,2024-07
2022-04-01,West,Convenience,Strawberry,Upper-Middle,25-34,Other/Non-binary,849.5880067236932,6.050000000000001,5140.007440678344,0.23,1182.2017113560191,2022-04
2021-07-01,South,Convenience,LowCal_Protein_Scoop,Low,65+,Other/Non-binary,603.5255889331453,7.15,4315.207960871989,0.26,1121.9540698267172,2021-07
2022-08-01,International,Convenience,Chocolate,Low,25-34,Male,423.21840839581074,6.6000000000000005,2793.241495412351,0.25,698.3103738530878,2022-08
2020-07-01,West,Online,Mint,Upper-Middle,35-44,Other/Non-binary,292.95436155072923,5.5,1611.2489885290108,0.31999999999999995,515.5996763292834,2020-07
2020-09-01,South,Club,Chocolate,Lower-Middle,25-34,Male,1001.7023249034053,5.4,5409.192554478389,0.28,1514.573915253949,2020-09
2020-11-01,Northeast,Convenience,NonDairy_Chocolate,Upper-Middle,65+,Male,279.13554278459424,7.700000000000001,2149.343679441376,0.28,601.8162302435853,2020-11
2021-03-01,International,Grocery,LowCal_Protein_Scoop,Lower-Middle,45-54,Other/Non-binary,422.5474226972749,6.5,2746.5582475322867,0.31,851.4330567350089,2021-03
2022-08-01,Northeast,Foodservice,Strawberry,High,18-24,Male,133.75834275732265,4.4,588.5367081322197,0.18000000000000002,105.93660746379956,2022-08
2020-10-01,West,Grocery,Chocolate,Low,35-44,Male,1167.6319243734865,6.0,7005.791546240919,0.3,2101.737463872276,2020-10
2020-02-01,Northeast,Foodservice,CookieDough,High,25-34,Male,233.0700165642645,5.2,1211.9640861341754,0.22,266.6320989495186,2020-02
2024-02-01,Northeast,Grocery,CookieDough,Lower-Middle,18-24,Male,1012.353602356201,6.5,6580.298415315307,0.32,2105.695492900898,2024-02
2021-05-01,Midwest,Foodservice,Strawberry,Lower-Middle,25-34,Other/Non-binary,154.9392355288879,4.4,681.7326363271069,0.18000000000000002,122.71187453887926,2021-05
2022-12-01,Northeast,Online,Strawberry,Lower-Middle,55-64,Other/Non-binary,272.3622217626893,5.5,1497.992219694791,0.32999999999999996,494.33743249928096,2022-12
2020-12-01,International,Online,CookieDough,High,18-24,Male,183.51711772796506,6.5,1192.861265231773,0.37,441.358668135756,2020-12
2021-04-01,International,Foodservice,Chocolate,High,18-24,Other/Non-binary,116.15316856639723,4.800000000000001,557.5352091187068,0.2,111.50704182374136,2021-04
2020-11-01,Midwest,Grocery,NonDairy_Chocolate,Upper-Middle,55-64,Female,307.0923357270098,7.0,2149.6463500890686,0.32999999999999996,709.3832955293925,2020-11
2024-04-01,Northeast,Foodservice,Vanilla,High,45-54,Male,234.32610466449563,4.4,1031.034860523781,0.2,206.2069721047562,2024-04
2021-02-01,International,Club,NonDairy_Chocolate,Upper-Middle,25-34,Female,258.21886364000966,6.3,1626.7788409320608,0.31000000000000005,504.30144068893895,2021-02
2020-09-01,Northeast,Grocery,Chocolate,High,45-54,Other/Non-binary,911.2267226219045,6.0,5467.360335731427,0.3,1640.208100719428,2020-09
2021-11-01,Northeast,Foodservice,Mint,High,25-34,Male,114.49031104726977,4.4,503.757368607987,0.17,85.6387526633578,2021-11
2020-04-01,International,Convenience,Strawberry,Upper-Middle,65+,Male,377.2118947598749,6.050000000000001,2282.1319632972436,0.23,524.8903515583661,2020-04
2024-11-01,Midwest,Convenience,NonDairy_Chocolate,High,25-34,Other/Non-binary,246.65601155740998,7.700000000000001,1899.2512889920572,0.28,531.7903609177761,2024-11
2021-06-01,International,Convenience,Strawberry,Low,55-64,Male,318.11101217059615,6.050000000000001,1924.571623632107,0.23,442.6514734353846,2021-06
2021-02-01,Midwest,Club,Mint,Upper-Middle,18-24,Other/Non-binary,441.25555943911627,4.95,2184.2150192236254,0.25,546.0537548059064,2021-02
2021-09-01,Midwest,Grocery,LowCal_Protein_Scoop,Low,55-64,Female,541.8635406523786,6.5,3522.113014240461,0.31,1091.8550344145428,2021-09
2020-07-01,South,Club,Vanilla,Low,18-24,Other/Non-binary,893.7497854087198,4.95,4424.061437773164,0.28,1238.737202576486,2020-07
2021-10-01,International,Foodservice,NonDairy_Chocolate,High,25-34,Other/Non-binary,40.7687600454167,5.6000000000000005,228.30505625433352,0.23,52.51016293849671,2021-10
2021-04-01,Northeast,Grocery,Mint,Upper-Middle,55-64,Female,589.565812417647,5.5,3242.6119682970584,0.27,875.5052314402059,2021-04
2023-03-01,International,Online,NonDairy_Chocolate,Low,35-44,Other/Non-binary,100.60758229392799,7.0,704.253076057496,0.38,267.6161689018485,2023-03
2020-08-01,South,Foodservice,CookieDough,Upper-Middle,35-44,Male,240.08318239320874,5.2,1248.4325484446856,0.22,274.65516065783083,2020-08
2024-01-01,South,Grocery,NonDairy_Chocolate,High,65+,Other/Non-binary,440.79158236864384,7.0,3085.541076580507,0.32999999999999996,1018.2285552715671,2024-01
2021-03-01,Northeast,Foodservice,Strawberry,Low,55-64,Male,175.42087294022596,4.4,771.8518409369943,0.18000000000000002,138.933331368659,2021-03
2021-08-01,Midwest,Grocery,Strawberry,Upper-Middle,25-34,Other/Non-binary,647.6137797941644,5.5,3561.8757888679042,0.27999999999999997,997.3252208830131,2021-08
2024-08-01,West,Online,NonDairy_Chocolate,Low,65+,Male,204.78412143559578,7.0,1433.4888500491704,0.38,544.7257630186848,2024-08
2023-02-01,Northeast,Foodservice,Mint,Low,65+,Male,125.36499692429835,4.4,551.6059864669128,0.17,93.77301769937517,2023-02
2021-09-01,Midwest,Club,Strawberry,Upper-Middle,55-64,Female,554.2366212524653,4.95,2743.471275199703,0.26,713.3025315519228,2021-09
2024-06-01,Midwest,Convenience,Chocolate,Upper-Middle,25-34,Female,837.9308976622932,6.6000000000000005,5530.343924571135,0.25,1382.5859811427838,2024-06
2020-10-01,Northeast,Club,Chocolate,Low,18-24,Other/Non-binary,812.7291116723441,5.4,4388.737203030658,0.28,1228.8464168485843,2020-10
2023-11-01,Northeast,Foodservice,Vanilla,Low,45-54,Male,166.28750099190577,4.4,731.6650043643855,0.2,146.3330008728771,2023-11
2023-11-01,West,Grocery,Chocolate,High,18-24,Other/Non-binary,1301.6012289036607,6.0,7809.607373421964,0.3,2342.882212026589,2023-11
2024-03-01,West,Grocery,Strawberry,High,45-54,Other/Non-binary,918.3857740985945,5.5,5051.12175754227,0.27999999999999997,1414.3140921118354,2024-03
2024-07-01,International,Foodservice,Strawberry,Low,25-34,Other/Non-binary,74.33080888740191,4.4,327.05555910456843,0.18000000000000002,58.870000638822326,2024-07
2020-09-01,South,Foodservice,Strawberry,Low,45-54,Female,161.98528673494351,4.4,712.7352616337515,0.18000000000000002,128.2923470940753,2020-09
2022-03-01,Northeast,Grocery,CookieDough,Upper-Middle,55-64,Male,1139.8613192750324,6.5,7409.09857528771,0.32,2370.9115440920673,2022-03
2020-01-01,Midwest,Club,Strawberry,Upper-Middle,18-24,Male,665.8891834127016,4.95,3296.151457892873,0.26,856.9993790521471,2020-01
2020-08-01,International,Club,Vanilla,Low,18-24,Female,289.02126735427953,4.95,1430.6552734036836,0.28,400.58347655303146,2020-08
2020-01-01,Midwest,Foodservice,LowCal_Protein_Scoop,Low,35-44,Female,119.84095992503433,5.2,623.1729916101785,0.21000000000000002,130.8663282381375,2020-01
2024-11-01,South,Club,NonDairy_Chocolate,High,25-34,Female,348.47117966960394,6.3,2195.368431918505,0.31000000000000005,680.5642138947367,2024-11
2020-06-01,South,Online,Vanilla,Upper-Middle,25-34,Female,513.4192295874768,5.5,2823.8057627311227,0.35,988.3320169558929,2020-06
2021-10-01,Midwest,Grocery,LowCal_Protein_Scoop,Upper-Middle,35-44,Female,442.5087466242955,6.5,2876.3068530579208,0.31,891.6551244479555,2021-10
2024-11-01,West,Convenience,Chocolate,Upper-Middle,55-64,Other/Non-binary,878.0375208262756,6.6000000000000005,5795.047637453419,0.25,1448.7619093633548,2024-11
2022-12-01,West,Club,Chocolate,High,55-64,Other/Non-binary,1028.2421679632746,5.4,5552.507707001683,0.28,1554.7021579604714,2022-12
2023-08-01,South,Club,CookieDough,Low,25-34,Male,857.9597824539075,5.8500000000000005,5019.064727355359,0.30000000000000004,1505.7194182066078,2023-08
2022-04-01,Northeast,Grocery,Strawberry,Upper-Middle,25-34,Male,1007.89995260408,5.5,5543.44973932244,0.27999999999999997,1552.165927010283,2022-04
2021-02-01,Northeast,Convenience,Strawberry,Upper-Middle,18-24,Other/Non-binary,505.5852857920147,6.050000000000001,3058.7909790416893,0.23,703.5219251795886,2021-02
2023-04-01,South,Grocery,NonDairy_Chocolate,Low,65+,Female,608.9599836888694,7.0,4262.719885822086,0.32999999999999996,1406.6975623212884,2023-04
2020-09-01,Northeast,Convenience,Chocolate,Low,35-44,Other/Non-binary,646.9895327915583,6.6000000000000005,4270.130916424285,0.25,1067.5327291060712,2020-09
2020-03-01,Northeast,Convenience,CookieDough,High,45-54,Other/Non-binary,1023.0082034865878,7.15,7314.508654929104,0.27,1974.9173368308582,2020-03
2023-06-01,West,Grocery,CookieDough,Upper-Middle,25-34,Other/Non-binary,1336.7367629181733,6.5,8688.788958968127,0.32,2780.412466869801,2023-06
2022-05-01,West,Convenience,Mint,Lower-Middle,35-44,Other/Non-binary,650.0923762305301,6.050000000000001,3933.058876194708,0.22,865.2729527628358,2022-05
2023-02-01,International,Club,Vanilla,Low,35-44,Male,481.4855496848799,4.95,2383.3534709401556,0.28,667.3389718632436,2023-02
2024-04-01,Northeast,Convenience,CookieDough,Upper-Middle,25-34,Other/Non-binary,745.5843422640921,7.15,5330.928047188259,0.27,1439.35057274083,2024-04
2021-02-01,South,Club,CookieDough,High,65+,Other/Non-binary,1008.201947625681,5.8500000000000005,5897.981393610235,0.30000000000000004,1769.3944180830706,2021-02
2020-01-01,International,Grocery,Vanilla,Lower-Middle,25-34,Other/Non-binary,591.8525436380271,5.5,3255.188990009149,0.3,976.5566970027447,2020-01
2022-07-01,South,Grocery,NonDairy_Chocolate,Low,55-64,Other/Non-binary,522.2816543057643,7.0,3655.97158014035,0.32999999999999996,1206.4706214463154,2022-07
2023-08-01,West,Foodservice,LowCal_Protein_Scoop,Low,45-54,Female,141.23272917474407,5.2,734.4101917086691,0.21000000000000002,154.22614025882052,2023-08
2022-07-01,Northeast,Online,NonDairy_Chocolate,Upper-Middle,55-64,Female,194.94974628080936,7.0,1364.6482239656655,0.38,518.5663251069528,2022-07
2021-05-01,South,Convenience,LowCal_Protein_Scoop,Lower-Middle,45-54,Female,641.6081468619536,7.15,4587.4982500629685,0.26,1192.749545016372,2021-05
2020-10-01,South,Online,NonDairy_Chocolate,Lower-Middle,18-24,Female,183.51927155601138,7.0,1284.6349008920797,0.38,488.1612623389903,2020-10
2024-01-01,West,Online,NonDairy_Chocolate,Low,18-24,Other/Non-binary,215.24716797177877,7.0,1506.7301758024514,0.38,572.5574668049316,2024-01
2023-01-01,South,Club,LowCal_Protein_Scoop,High,45-54,Male,503.04505570620074,5.8500000000000005,2942.8135758812746,0.29000000000000004,853.4159370055697,2023-01
2024-01-01,Midwest,Club,CookieDough,Upper-Middle,45-54,Other/Non-binary,948.5542572047734,5.8500000000000005,5549.042404647925,0.30000000000000004,1664.7127213943777,2024-01
2022-12-01,South,Online,Chocolate,High,18-24,Male,562.840245944594,6.0,3377.041475667564,0.35,1181.9645164836475,2022-12
2023-04-01,International,Online,Chocolate,High,35-44,Female,334.1966886396795,6.0,2005.1801318380772,0.35,701.8130461433269,2023-04
2021-06-01,International,Foodservice,Mint,Upper-Middle,65+,Female,67.4108353977956,4.4,296.60767575030064,0.17,50.42330487755111,2021-06
2023-06-01,Midwest,Grocery,Chocolate,Upper-Middle,45-54,Female,1093.417887013127,6.0,6560.507322078762,0.3,1968.1521966236285,2023-06
2023-06-01,West,Convenience,Strawberry,Lower-Middle,45-54,Other/Non-binary,878.3532384263965,6.050000000000001,5314.0370924797,0.23,1222.228531270331,2023-06
2021-03-01,South,Foodservice,Mint,High,25-34,Other/Non-binary,173.70779605381085,4.4,764.3143026367678,0.17,129.93343144825053,2021-03
2020-09-01,Midwest,Club,Chocolate,Upper-Middle,18-24,Male,637.8365847676455,5.4,3444.3175577452857,0.28,964.4089161686801,2020-09
2021-06-01,International,Online,CookieDough,Upper-Middle,35-44,Male,197.4270454173742,6.5,1283.2757952129323,0.37,474.81204422878494,2021-06
2021-03-01,Midwest,Online,Strawberry,Lower-Middle,25-34,Female,353.2425289156941,5.5,1942.8339090363174,0.32999999999999996,641.1351899819847,2021-03
2023-10-01,West,Convenience,CookieDough,Lower-Middle,65+,Female,704.0295687704831,7.15,5033.811416708954,0.27,1359.1290825114177,2023-10
2024-09-01,Northeast,Club,Mint,Upper-Middle,55-64,Female,410.2906486023234,4.95,2030.938710581501,0.25,507.73467764537526,2024-09
2024-11-01,Northeast,Convenience,Vanilla,High,55-64,Male,648.8645906636837,6.050000000000001,3925.6307735152864,0.25,981.4076933788216,2024-11
2020-10-01,West,Convenience,LowCal_Protein_Scoop,Upper-Middle,55-64,Male,443.84549322032865,7.15,3173.49527652535,0.26,825.1087718965911,2020-10
2020-10-01,Midwest,Club,CookieDough,Low,35-44,Female,528.8709870084855,5.8500000000000005,3093.8952739996403,0.30000000000000004,928.1685821998922,2020-10
2022-07-01,Midwest,Grocery,LowCal_Protein_Scoop,Low,35-44,Male,565.3943993830276,6.5,3675.063595989679,0.31,1139.2697147568006,2022-07
2020-04-01,Northeast,Club,CookieDough,High,65+,Male,1032.2589408298375,5.8500000000000005,6038.714803854549,0.30000000000000004,1811.614441156365,2020-04
2023-09-01,International,Grocery,Mint,Lower-Middle,18-24,Female,287.23461738728366,5.5,1579.7903956300602,0.27,426.5434068201163,2023-09
2022-07-01,Northeast,Foodservice,CookieDough,Lower-Middle,45-54,Male,223.62454891541816,5.2,1162.8476543601744,0.22,255.82648395923837,2022-07
2022-06-01,West,Convenience,Strawberry,High,18-24,Male,661.0064404984403,6.050000000000001,3999.088965015564,0.23,919.7904619535798,2022-06
2023-03-01,South,Grocery,NonDairy_Chocolate,Low,18-24,Male,772.2668477113638,7.0,5405.867933979546,0.32999999999999996,1783.9364182132501,2023-03
2024-06-01,South,Convenience,Vanilla,Upper-Middle,18-24,Female,716.3022232734378,6.050000000000001,4333.628450804299,0.25,1083.4071127010748,2024-06
2023-03-01,South,Club,CookieDough,Upper-Middle,35-44,Male,1252.2815043546263,5.8500000000000005,7325.846800474565,0.30000000000000004,2197.75404014237,2023-03
2021-12-01,Northeast,Grocery,NonDairy_Chocolate,Lower-Middle,25-34,Male,498.40082196510247,7.0,3488.8057537557174,0.32999999999999996,1151.3058987393865,2021-12
2021-09-01,South,Convenience,LowCal_Protein_Scoop,Lower-Middle,55-64,Other/Non-binary,456.4131974417637,7.15,3263.3543617086107,0.26,848.4721340442388,2021-09
2020-06-01,West,Convenience,CookieDough,Lower-Middle,45-54,Female,938.3175937870351,7.15,6708.970795577301,0.27,1811.4221148058714,2020-06
2021-04-01,Midwest,Foodservice,LowCal_Protein_Scoop,High,55-64,Other/Non-binary,176.27505462298262,5.2,916.6302840395097,0.21000000000000002,192.49235964829705,2021-04
